"","moduleColors","Gene"
"6450","darkturquoise","gene.Ha412HOChr06g0245851"
"6451","greenyellow","gene.Ha412HOChr06g0245861"
"6452","darkturquoise","gene.Ha412HOChr06g0245881"
"6453","darkturquoise","gene.Ha412HOChr06g0245911"
"6454","skyblue4","gene.Ha412HOChr06g0245991"
"6455","turquoise","gene.Ha412HOChr06g0246011"
"6456","ivory","gene.Ha412HOChr06g0246051"
"6457","darkmagenta","gene.Ha412HOChr06g0246061"
"6458","darkturquoise","gene.Ha412HOChr06g0246071"
"6459","cyan","gene.Ha412HOChr06g0246151"
"6460","ivory","gene.Ha412HOChr06g0246221"
"6461","blue","gene.Ha412HOChr06g0246231"
"6462","blue","gene.Ha412HOChr06g0246441"
"6463","blue","gene.Ha412HOChr06g0246461"
"6464","ivory","gene.Ha412HOChr06g0246501"
"6465","ivory","gene.Ha412HOChr06g0246671"
"6466","darkolivegreen","gene.Ha412HOChr06g0246711"
"6467","darkturquoise","gene.Ha412HOChr06g0246731"
"6468","darkturquoise","gene.Ha412HOChr06g0246761"
"6469","darkturquoise","gene.Ha412HOChr06g0246801"
"6470","turquoise","gene.Ha412HOChr06g0246811"
"6471","turquoise","gene.Ha412HOChr06g0246841"
"6472","blue","gene.Ha412HOChr06g0246851"
"6473","ivory","gene.Ha412HOChr06g0246861"
"6474","blue","gene.Ha412HOChr06g0246891"
"6475","black","gene.Ha412HOChr06g0246901"
"6476","yellow","gene.Ha412HOChr06g0247011"
"6477","turquoise","gene.Ha412HOChr06g0247021"
"6478","turquoise","gene.Ha412HOChr06g0247051"
"6479","blue","gene.Ha412HOChr06g0247101"
"6480","orangered4","gene.Ha412HOChr06g0247191"
"6481","turquoise","gene.Ha412HOChr06g0247201"
"6482","midnightblue","gene.Ha412HOChr06g0247241"
"6483","cyan","gene.Ha412HOChr06g0247281"
"6484","turquoise","gene.Ha412HOChr06g0247331"
"6485","ivory","gene.Ha412HOChr06g0247381"
"6486","black","gene.Ha412HOChr06g0247401"
"6487","greenyellow","gene.Ha412HOChr06g0247411"
"6488","skyblue4","gene.Ha412HOChr06g0247431"
"6489","tan","gene.Ha412HOChr06g0247441"
"6490","mediumorchid","gene.Ha412HOChr06g0247451"
"6491","darkturquoise","gene.Ha412HOChr06g0247491"
"6492","yellow","gene.Ha412HOChr06g0247601"
"6493","antiquewhite4","gene.Ha412HOChr06g0247611"
"6494","orangered4","gene.Ha412HOChr06g0247641"
"6495","orangered4","gene.Ha412HOChr06g0247661"
"6496","ivory","gene.Ha412HOChr06g0247681"
"6497","turquoise","gene.Ha412HOChr06g0247731"
"6498","greenyellow","gene.Ha412HOChr06g0247741"
"6499","ivory","gene.Ha412HOChr06g0247771"
"6500","darkturquoise","gene.Ha412HOChr06g0247781"
"6501","thistle","gene.Ha412HOChr06g0247791"
"6502","turquoise","gene.Ha412HOChr06g0247831"
"6503","black","gene.Ha412HOChr06g0247841"
"6504","ivory","gene.Ha412HOChr06g0247861"
"6505","sienna4","gene.Ha412HOChr06g0248001"
"6506","yellowgreen","gene.Ha412HOChr06g0248051"
"6507","orange","gene.Ha412HOChr06g0248071"
"6508","tan","gene.Ha412HOChr06g0248141"
"6509","cyan","gene.Ha412HOChr06g0248161"
"6510","turquoise","gene.Ha412HOChr06g0248211"
"6511","cyan","gene.Ha412HOChr06g0248321"
"6512","darkturquoise","gene.Ha412HOChr06g0248441"
"6513","turquoise","gene.Ha412HOChr06g0248461"
"6514","violet","gene.Ha412HOChr06g0248471"
"6515","blue","gene.Ha412HOChr06g0248481"
"6516","blue","gene.Ha412HOChr06g0248501"
"6517","blue","gene.Ha412HOChr06g0248511"
"6518","salmon","gene.Ha412HOChr06g0248541"
"6519","yellow","gene.Ha412HOChr06g0248561"
"6520","turquoise","gene.Ha412HOChr06g0248621"
"6521","darkturquoise","gene.Ha412HOChr06g0248641"
"6522","tan","gene.Ha412HOChr06g0248681"
"6523","tan","gene.Ha412HOChr06g0248721"
"6524","black","gene.Ha412HOChr06g0248741"
"6525","turquoise","gene.Ha412HOChr06g0248761"
"6526","paleturquoise","gene.Ha412HOChr06g0248781"
"6527","bisque4","gene.Ha412HOChr06g0248861"
"6528","orange","gene.Ha412HOChr06g0248901"
"6529","darkturquoise","gene.Ha412HOChr06g0248921"
"6530","mediumpurple3","gene.Ha412HOChr06g0248941"
"6531","darkolivegreen","gene.Ha412HOChr06g0248951"
"6532","yellow","gene.Ha412HOChr06g0248961"
"6533","greenyellow","gene.Ha412HOChr06g0248981"
"6534","turquoise","gene.Ha412HOChr06g0248991"
"6535","turquoise","gene.Ha412HOChr06g0249011"
"6536","skyblue4","gene.Ha412HOChr06g0249031"
"6537","darkturquoise","gene.Ha412HOChr06g0249101"
"6538","blue","gene.Ha412HOChr06g0249191"
"6539","darkgreen","gene.Ha412HOChr06g0249241"
"6540","midnightblue","gene.Ha412HOChr06g0249261"
"6541","cyan","gene.Ha412HOChr06g0249291"
"6542","darkturquoise","gene.Ha412HOChr06g0249301"
"6543","blue","gene.Ha412HOChr06g0249341"
"6544","bisque4","gene.Ha412HOChr06g0249351"
"6545","salmon","gene.Ha412HOChr06g0249391"
"6546","magenta","gene.Ha412HOChr06g0249431"
"6547","turquoise","gene.Ha412HOChr06g0249441"
"6548","yellow","gene.Ha412HOChr06g0249451"
"6549","ivory","gene.Ha412HOChr06g0249461"
"6550","ivory","gene.Ha412HOChr06g0249491"
"6551","ivory","gene.Ha412HOChr06g0249511"
"6552","blue","gene.Ha412HOChr06g0249521"
"6553","darkturquoise","gene.Ha412HOChr06g0249601"
"6554","blue","gene.Ha412HOChr06g0249631"
"6555","blue","gene.Ha412HOChr06g0249641"
"6556","turquoise","gene.Ha412HOChr06g0249651"
"6557","orange","gene.Ha412HOChr06g0249661"
"6558","blue","gene.Ha412HOChr06g0249671"
"6559","skyblue3","gene.Ha412HOChr06g0249681"
"6560","blue","gene.Ha412HOChr06g0249691"
"6561","darkgreen","gene.Ha412HOChr06g0249701"
"6562","ivory","gene.Ha412HOChr06g0249721"
"6563","tan","gene.Ha412HOChr06g0249741"
"6564","orange","gene.Ha412HOChr06g0249751"
"6565","ivory","gene.Ha412HOChr06g0249761"
"6566","blue","gene.Ha412HOChr06g0249781"
"6567","ivory","gene.Ha412HOChr06g0249811"
"6568","thistle3","gene.Ha412HOChr06g0249821"
"6569","darkturquoise","gene.Ha412HOChr06g0249831"
"6570","cyan","gene.Ha412HOChr06g0249871"
"6571","violet","gene.Ha412HOChr06g0249901"
"6572","black","gene.Ha412HOChr06g0249921"
"6573","blue","gene.Ha412HOChr06g0249931"
"6574","ivory","gene.Ha412HOChr06g0249981"
"6575","tan","gene.Ha412HOChr06g0250061"
"6576","darkturquoise","gene.Ha412HOChr06g0250071"
"6577","orange","gene.Ha412HOChr06g0250101"
"6578","cyan","gene.Ha412HOChr06g0250121"
"6579","palevioletred3","gene.Ha412HOChr06g0250131"
"6580","palevioletred3","gene.Ha412HOChr06g0250141"
"6581","blue","gene.Ha412HOChr06g0250301"
"6582","turquoise","gene.Ha412HOChr06g0250321"
"6583","mediumorchid","gene.Ha412HOChr06g0250331"
"6584","ivory","gene.Ha412HOChr06g0250351"
"6585","blue","gene.Ha412HOChr06g0250371"
"6586","orange","gene.Ha412HOChr06g0250381"
"6587","magenta","gene.Ha412HOChr06g0250411"
"6588","orangered4","gene.Ha412HOChr06g0250421"
"6589","lightsteelblue","gene.Ha412HOChr06g0250441"
"6590","darkturquoise","gene.Ha412HOChr06g0250471"
"6591","skyblue4","gene.Ha412HOChr06g0250501"
"6592","turquoise","gene.Ha412HOChr06g0250511"
"6593","skyblue4","gene.Ha412HOChr06g0250541"
"6594","sienna4","gene.Ha412HOChr06g0250611"
"6595","darkturquoise","gene.Ha412HOChr06g0250621"
"6596","darkturquoise","gene.Ha412HOChr06g0250631"
"6597","turquoise","gene.Ha412HOChr06g0250641"
"6598","salmon2","gene.Ha412HOChr06g0250651"
"6599","thistle","gene.Ha412HOChr06g0250671"
"6600","yellow","gene.Ha412HOChr06g0250681"
"6601","blue","gene.Ha412HOChr06g0250711"
"6602","yellow","gene.Ha412HOChr06g0250781"
"6603","black","gene.Ha412HOChr06g0250791"
"6604","darkturquoise","gene.Ha412HOChr06g0250831"
"6605","orange","gene.Ha412HOChr06g0250841"
"6606","black","gene.Ha412HOChr06g0250871"
"6607","blue","gene.Ha412HOChr06g0250881"
"6608","darkturquoise","gene.Ha412HOChr06g0250951"
"6609","tan","gene.Ha412HOChr06g0250961"
"6610","turquoise","gene.Ha412HOChr06g0250981"
"6611","orange","gene.Ha412HOChr06g0251001"
"6612","turquoise","gene.Ha412HOChr06g0251021"
"6613","tan","gene.Ha412HOChr06g0251061"
"6614","darkturquoise","gene.Ha412HOChr06g0251141"
"6615","yellow","gene.Ha412HOChr06g0251221"
"6616","orange","gene.Ha412HOChr06g0251231"
"6617","turquoise","gene.Ha412HOChr06g0251261"
"6618","blue","gene.Ha412HOChr06g0251271"
"6619","tan","gene.Ha412HOChr06g0251301"
"6620","orangered4","gene.Ha412HOChr06g0251311"
"6621","darkturquoise","gene.Ha412HOChr06g0251351"
"6622","paleturquoise","gene.Ha412HOChr06g0251361"
"6623","paleturquoise","gene.Ha412HOChr06g0251381"
"6624","darkslateblue","gene.Ha412HOChr06g0251401"
"6625","skyblue4","gene.Ha412HOChr06g0251421"
"6626","orangered4","gene.Ha412HOChr06g0251431"
"6627","orangered4","gene.Ha412HOChr06g0251451"
"6628","darkturquoise","gene.Ha412HOChr06g0251481"
"6629","darkturquoise","gene.Ha412HOChr06g0251501"
"6630","blue","gene.Ha412HOChr06g0251511"
"6631","magenta","gene.Ha412HOChr06g0251531"
"6632","darkturquoise","gene.Ha412HOChr06g0251551"
"6633","orange","gene.Ha412HOChr06g0251571"
"6634","darkgrey","gene.Ha412HOChr06g0251581"
"6635","ivory","gene.Ha412HOChr06g0251611"
"6636","blue","gene.Ha412HOChr06g0251621"
"6637","orangered4","gene.Ha412HOChr06g0251631"
"6638","ivory","gene.Ha412HOChr06g0251641"
"6639","lightgreen","gene.Ha412HOChr06g0251651"
"6640","lightgreen","gene.Ha412HOChr06g0251671"
"6641","darkturquoise","gene.Ha412HOChr06g0251691"
"6642","cyan","gene.Ha412HOChr06g0251711"
"6643","orangered4","gene.Ha412HOChr06g0251761"
"6644","blue","gene.Ha412HOChr06g0251771"
"6645","darkturquoise","gene.Ha412HOChr06g0251801"
"6646","yellow","gene.Ha412HOChr06g0251831"
"6647","skyblue4","gene.Ha412HOChr06g0251841"
"6648","cyan","gene.Ha412HOChr06g0251851"
"6649","blue","gene.Ha412HOChr06g0251861"
"6650","palevioletred3","gene.Ha412HOChr06g0251881"
"6651","cyan","gene.Ha412HOChr06g0251891"
"6652","orangered4","gene.Ha412HOChr06g0251931"
"6653","mediumpurple3","gene.Ha412HOChr06g0251951"
"6654","plum2","gene.Ha412HOChr06g0251971"
"6655","blue","gene.Ha412HOChr06g0251981"
"6656","cyan","gene.Ha412HOChr06g0251991"
"6657","black","gene.Ha412HOChr06g0252031"
"6658","blue","gene.Ha412HOChr06g0252091"
"6659","yellow","gene.Ha412HOChr06g0252271"
"6660","turquoise","gene.Ha412HOChr06g0252321"
"6661","ivory","gene.Ha412HOChr06g0252331"
"6662","ivory","gene.Ha412HOChr06g0252361"
"6663","magenta","gene.Ha412HOChr06g0252401"
"6664","magenta","gene.Ha412HOChr06g0252431"
"6665","greenyellow","gene.Ha412HOChr06g0252441"
"6666","turquoise","gene.Ha412HOChr06g0252451"
"6667","blue","gene.Ha412HOChr06g0252461"
"6668","yellow","gene.Ha412HOChr06g0252471"
"6669","lightcyan","gene.Ha412HOChr06g0252501"
"6670","lightcyan","gene.Ha412HOChr06g0252591"
"6671","mediumpurple2","gene.Ha412HOChr06g0252601"
"6672","blue","gene.Ha412HOChr06g0252721"
"6673","orangered4","gene.Ha412HOChr06g0252791"
"6674","skyblue4","gene.Ha412HOChr06g0252861"
"6675","turquoise","gene.Ha412HOChr06g0252871"
"6676","salmon","gene.Ha412HOChr06g0252931"
"6677","blue","gene.Ha412HOChr06g0252951"
"6678","darkturquoise","gene.Ha412HOChr06g0252971"
"6679","ivory","gene.Ha412HOChr06g0253011"
"6680","blue","gene.Ha412HOChr06g0253021"
"6681","magenta","gene.Ha412HOChr06g0253041"
"6682","grey60","gene.Ha412HOChr06g0253051"
"6683","blue","gene.Ha412HOChr06g0253071"
"6684","ivory","gene.Ha412HOChr06g0253121"
"6685","cyan","gene.Ha412HOChr06g0253151"
"6686","blue","gene.Ha412HOChr06g0253171"
"6687","blue","gene.Ha412HOChr06g0253181"
"6688","blue","gene.Ha412HOChr06g0253241"
"6689","yellow","gene.Ha412HOChr06g0253281"
"6690","turquoise","gene.Ha412HOChr06g0253301"
"6691","orange","gene.Ha412HOChr06g0253321"
"6692","grey60","gene.Ha412HOChr06g0253371"
"6693","bisque4","gene.Ha412HOChr06g0253401"
"6694","tan","gene.Ha412HOChr06g0253411"
"6695","blue","gene.Ha412HOChr06g0253431"
"6696","blue","gene.Ha412HOChr06g0253471"
"6697","darkolivegreen4","gene.Ha412HOChr06g0253631"
"6698","lightgreen","gene.Ha412HOChr06g0253641"
"6699","orangered4","gene.Ha412HOChr06g0253651"
"6700","magenta4","gene.Ha412HOChr06g0253661"
"6701","blue","gene.Ha412HOChr06g0253691"
"6702","magenta","gene.Ha412HOChr06g0253701"
"6703","sienna4","gene.Ha412HOChr06g0253711"
"6704","turquoise","gene.Ha412HOChr06g0253721"
"6705","yellow","gene.Ha412HOChr06g0253731"
"6706","turquoise","gene.Ha412HOChr06g0253771"
"6707","tan","gene.Ha412HOChr06g0253821"
"6708","darkslateblue","gene.Ha412HOChr06g0253841"
"6709","orange","gene.Ha412HOChr06g0253881"
"6710","turquoise","gene.Ha412HOChr06g0253911"
"6711","turquoise","gene.Ha412HOChr06g0253921"
"6712","darkturquoise","gene.Ha412HOChr06g0253931"
"6713","orange","gene.Ha412HOChr06g0253961"
"6714","black","gene.Ha412HOChr06g0253971"
"6715","blue","gene.Ha412HOChr06g0254001"
"6716","turquoise","gene.Ha412HOChr06g0254021"
"6717","cyan","gene.Ha412HOChr06g0254031"
"6718","blue","gene.Ha412HOChr06g0254051"
"6719","navajowhite1","gene.Ha412HOChr06g0254101"
"6720","blue","gene.Ha412HOChr06g0254121"
"6721","darkviolet","gene.Ha412HOChr06g0254221"
"6722","yellow","gene.Ha412HOChr06g0254241"
"6723","magenta","gene.Ha412HOChr06g0254251"
"6724","turquoise","gene.Ha412HOChr06g0254261"
"6725","blue","gene.Ha412HOChr06g0254371"
"6726","yellow","gene.Ha412HOChr06g0254441"
"6727","black","gene.Ha412HOChr06g0254561"
"6728","violet","gene.Ha412HOChr06g0254571"
"6729","blue","gene.Ha412HOChr06g0254581"
"6730","orange","gene.Ha412HOChr06g0254661"
"6731","salmon2","gene.Ha412HOChr06g0254671"
"6732","orangered4","gene.Ha412HOChr06g0254801"
"6733","tan","gene.Ha412HOChr06g0254811"
"6734","turquoise","gene.Ha412HOChr06g0254841"
"6735","violet","gene.Ha412HOChr06g0254851"
"6736","yellow","gene.Ha412HOChr06g0254881"
"6737","lavenderblush3","gene.Ha412HOChr06g0254921"
"6738","darkgreen","gene.Ha412HOChr06g0254931"
"6739","yellow","gene.Ha412HOChr06g0254941"
"6740","blue","gene.Ha412HOChr06g0254951"
"6741","black","gene.Ha412HOChr06g0254961"
"6742","darkturquoise","gene.Ha412HOChr06g0254971"
"6743","greenyellow","gene.Ha412HOChr06g0255161"
"6744","blue","gene.Ha412HOChr06g0255191"
"6745","turquoise","gene.Ha412HOChr06g0255201"
"6746","orangered4","gene.Ha412HOChr06g0255231"
"6747","greenyellow","gene.Ha412HOChr06g0255241"
"6748","blue","gene.Ha412HOChr06g0255251"
"6749","blue","gene.Ha412HOChr06g0255311"
"6750","blue","gene.Ha412HOChr06g0255321"
"6751","ivory","gene.Ha412HOChr06g0255331"
"6752","lightsteelblue","gene.Ha412HOChr06g0255341"
"6753","turquoise","gene.Ha412HOChr06g0255351"
"6754","turquoise","gene.Ha412HOChr06g0255391"
"6755","blue","gene.Ha412HOChr06g0255401"
"6756","darkgreen","gene.Ha412HOChr06g0255411"
"6757","ivory","gene.Ha412HOChr06g0255431"
"6758","blue","gene.Ha412HOChr06g0255451"
"6759","magenta","gene.Ha412HOChr06g0255471"
"6760","orangered4","gene.Ha412HOChr06g0255481"
"6761","orangered4","gene.Ha412HOChr06g0255491"
"6762","turquoise","gene.Ha412HOChr06g0255501"
"6763","yellow","gene.Ha412HOChr06g0255531"
"6764","darkgreen","gene.Ha412HOChr06g0255551"
"6765","blue","gene.Ha412HOChr06g0255611"
"6766","tan","gene.Ha412HOChr06g0255621"
"6767","ivory","gene.Ha412HOChr06g0255721"
"6768","orangered4","gene.Ha412HOChr06g0255731"
"6769","yellow","gene.Ha412HOChr06g0255741"
"6770","darkturquoise","gene.Ha412HOChr06g0255801"
"6771","yellow","gene.Ha412HOChr06g0255941"
"6772","blue","gene.Ha412HOChr06g0255961"
"6773","yellow","gene.Ha412HOChr06g0255971"
"6774","black","gene.Ha412HOChr06g0256021"
"6775","blue","gene.Ha412HOChr06g0256061"
"6776","black","gene.Ha412HOChr06g0256101"
"6777","yellow","gene.Ha412HOChr06g0256131"
"6778","yellow","gene.Ha412HOChr06g0256161"
"6779","darkturquoise","gene.Ha412HOChr06g0256171"
"6780","orangered4","gene.Ha412HOChr06g0256421"
"6781","blue","gene.Ha412HOChr06g0256431"
"6782","black","gene.Ha412HOChr06g0256441"
"6783","turquoise","gene.Ha412HOChr06g0256461"
"6784","yellow","gene.Ha412HOChr06g0256481"
"6785","palevioletred3","gene.Ha412HOChr06g0256501"
"6786","tan","gene.Ha412HOChr06g0256511"
"6787","darkgreen","gene.Ha412HOChr06g0256541"
"6788","yellow","gene.Ha412HOChr06g0256641"
"6789","mediumorchid","gene.Ha412HOChr06g0256671"
"6790","palevioletred2","gene.Ha412HOChr06g0256681"
"6791","blue","gene.Ha412HOChr06g0256721"
"6792","orangered4","gene.Ha412HOChr06g0256741"
"6793","turquoise","gene.Ha412HOChr06g0256751"
"6794","blue","gene.Ha412HOChr06g0256761"
"6795","yellow","gene.Ha412HOChr06g0256771"
"6796","ivory","gene.Ha412HOChr06g0256791"
"6797","blue","gene.Ha412HOChr06g0256801"
"6798","ivory","gene.Ha412HOChr06g0256821"
"6799","blue","gene.Ha412HOChr06g0256831"
"6800","blue","gene.Ha412HOChr06g0256861"
"6801","greenyellow","gene.Ha412HOChr06g0256911"
"6802","ivory","gene.Ha412HOChr06g0256991"
"6803","blue","gene.Ha412HOChr06g0257021"
"6804","orangered4","gene.Ha412HOChr06g0257041"
"6805","darkturquoise","gene.Ha412HOChr06g0257051"
"6806","darkolivegreen","gene.Ha412HOChr06g0257081"
"6807","yellow","gene.Ha412HOChr06g0257101"
"6808","turquoise","gene.Ha412HOChr06g0257121"
"6809","darkturquoise","gene.Ha412HOChr06g0257131"
"6810","orangered4","gene.Ha412HOChr06g0257141"
"6811","salmon","gene.Ha412HOChr06g0257161"
"6812","darkslateblue","gene.Ha412HOChr06g0257181"
"6813","yellow","gene.Ha412HOChr06g0257211"
"6814","darkolivegreen4","gene.Ha412HOChr06g0257241"
"6815","midnightblue","gene.Ha412HOChr06g0257251"
"6816","darkturquoise","gene.Ha412HOChr06g0257261"
"6817","blue","gene.Ha412HOChr06g0257331"
"6818","black","gene.Ha412HOChr06g0257351"
"6819","cyan","gene.Ha412HOChr06g0257411"
"6820","blue","gene.Ha412HOChr06g0257421"
"6821","turquoise","gene.Ha412HOChr06g0257431"
"6822","blue","gene.Ha412HOChr06g0257441"
"6823","turquoise","gene.Ha412HOChr06g0257461"
"6824","black","gene.Ha412HOChr06g0257481"
"6825","yellow","gene.Ha412HOChr06g0257491"
"6826","tan","gene.Ha412HOChr06g0257581"
"6827","darkolivegreen","gene.Ha412HOChr06g0257621"
"6828","firebrick4","gene.Ha412HOChr06g0257761"
"6829","turquoise","gene.Ha412HOChr06g0257871"
"6830","orangered4","gene.Ha412HOChr06g0257891"
"6831","darkturquoise","gene.Ha412HOChr06g0257911"
"6832","greenyellow","gene.Ha412HOChr06g0258061"
"6833","blue","gene.Ha412HOChr06g0258131"
"6834","blue","gene.Ha412HOChr06g0258201"
"6835","grey60","gene.Ha412HOChr06g0258251"
"6836","cyan","gene.Ha412HOChr06g0258271"
"6837","turquoise","gene.Ha412HOChr06g0258281"
"6838","blue","gene.Ha412HOChr06g0258341"
"6839","black","gene.Ha412HOChr06g0258411"
"6840","yellow","gene.Ha412HOChr06g0258451"
"6841","black","gene.Ha412HOChr06g0258521"
"6842","turquoise","gene.Ha412HOChr06g0258561"
"6843","turquoise","gene.Ha412HOChr06g0258571"
"6844","darkturquoise","gene.Ha412HOChr06g0258581"
"6845","tan","gene.Ha412HOChr06g0258591"
"6846","lightcyan","gene.Ha412HOChr06g0258611"
"6847","darkturquoise","gene.Ha412HOChr06g0258661"
"6848","salmon","gene.Ha412HOChr06g0258721"
"6849","yellow","gene.Ha412HOChr06g0258761"
"6850","blue","gene.Ha412HOChr06g0258811"
"6851","darkturquoise","gene.Ha412HOChr06g0258871"
"6852","magenta","gene.Ha412HOChr06g0258881"
"6853","darkmagenta","gene.Ha412HOChr06g0258901"
"6854","blue","gene.Ha412HOChr06g0258911"
"6855","salmon","gene.Ha412HOChr06g0258921"
"6856","tan","gene.Ha412HOChr06g0258931"
"6857","turquoise","gene.Ha412HOChr06g0258941"
"6858","skyblue2","gene.Ha412HOChr06g0258951"
"6859","blue","gene.Ha412HOChr06g0258981"
"6860","lightcyan","gene.Ha412HOChr06g0259001"
"6861","palevioletred3","gene.Ha412HOChr06g0259041"
"6862","palevioletred3","gene.Ha412HOChr06g0259051"
"6863","turquoise","gene.Ha412HOChr06g0259071"
"6864","turquoise","gene.Ha412HOChr06g0259081"
"6865","blue","gene.Ha412HOChr06g0259091"
"6866","darkturquoise","gene.Ha412HOChr06g0259191"
"6867","orange","gene.Ha412HOChr06g0259231"
"6868","orange","gene.Ha412HOChr06g0259241"
"6869","orange","gene.Ha412HOChr06g0259291"
"6870","blue","gene.Ha412HOChr06g0259371"
"6871","blue","gene.Ha412HOChr06g0259381"
"6872","darkturquoise","gene.Ha412HOChr06g0259391"
"6873","black","gene.Ha412HOChr06g0259401"
"6874","salmon","gene.Ha412HOChr06g0259421"
"6875","midnightblue","gene.Ha412HOChr06g0259491"
"6876","salmon","gene.Ha412HOChr06g0259521"
"6877","black","gene.Ha412HOChr06g0259531"
"6878","violet","gene.Ha412HOChr06g0259601"
"6879","darkgreen","gene.Ha412HOChr06g0259641"
"6880","blue","gene.Ha412HOChr06g0259721"
"6881","turquoise","gene.Ha412HOChr06g0259731"
"6882","darkturquoise","gene.Ha412HOChr06g0259751"
"6883","darkturquoise","gene.Ha412HOChr06g0259761"
"6884","turquoise","gene.Ha412HOChr06g0259791"
"6885","turquoise","gene.Ha412HOChr06g0259801"
"6886","skyblue3","gene.Ha412HOChr06g0259851"
"6887","turquoise","gene.Ha412HOChr06g0259871"
"6888","darkgrey","gene.Ha412HOChr06g0259891"
"6889","turquoise","gene.Ha412HOChr06g0259971"
"6890","blue","gene.Ha412HOChr06g0259991"
"6891","blue","gene.Ha412HOChr06g0260011"
"6892","turquoise","gene.Ha412HOChr06g0260031"
"6893","orangered4","gene.Ha412HOChr06g0260041"
"6894","ivory","gene.Ha412HOChr06g0260081"
"6895","thistle3","gene.Ha412HOChr06g0260101"
"6896","black","gene.Ha412HOChr06g0260131"
"6897","darkgreen","gene.Ha412HOChr06g0260141"
"6898","ivory","gene.Ha412HOChr06g0260171"
"6899","palevioletred2","gene.Ha412HOChr06g0260181"
"6900","tan","gene.Ha412HOChr06g0260231"
"6901","skyblue1","gene.Ha412HOChr06g0260261"
"6902","blue","gene.Ha412HOChr06g0260281"
"6903","blue","gene.Ha412HOChr06g0260301"
"6904","blue","gene.Ha412HOChr06g0260341"
"6905","saddlebrown","gene.Ha412HOChr06g0260391"
"6906","ivory","gene.Ha412HOChr06g0260411"
"6907","navajowhite1","gene.Ha412HOChr06g0260421"
"6908","darkturquoise","gene.Ha412HOChr06g0260461"
"6909","mediumpurple3","gene.Ha412HOChr06g0260521"
"6910","magenta","gene.Ha412HOChr06g0260531"
"6911","turquoise","gene.Ha412HOChr06g0260541"
"6912","ivory","gene.Ha412HOChr06g0260611"
